हेपेटाइटिस	hepatitis
संघाचा	sanghacha
सातवा	satva
व	v
अखेरचा	akheracha
राष्ट्रप्रमुख	rastrapramukha
होता	hota
</s>	</s>
आय बी एम	ibm
या	ya
कंपनीने	companine
सर्वप्रथम	sarvapratham
या	ya
भाषेचा	bhashecha
विकास	vikas
केला	kela
</s>	</s>
आणी	ani
ह्या	hya
चतुर्भुज	chaturbhuja
मुर्तीचे	murtiche
ध्यान	dhyan
लोप	lop
पावले	pavale
असे	ase
संशोधकांचे	sanshodhakanche
मत	mat
आहे	aahe
</s>	</s>
धुमसत	dhumasat
होते	hote
नुसते	nusate
वर्ल्डकपची	worldcupchi
हातातोंडाशी	hatatondashi
आलेली	aaleli
ह्याट-ट्रिक	hat-trick
आपल्यामुळे	aapalyamule
गेली	geli
होती	hoti
</s>	</s>
रामकृष्ण	ramakrishn
बाक्रे	bakre
यांच्या	yanchya
बालपणाविषयी	balapanavishayi
फारशी	pharasi
माहिती	mahiti
उपलब्ध	upalabdh
नाही	nahi
</s>	</s>
दिव्यचक्षू	divyachakshu
</s>	</s>
नव्या	navya
तंत्रज्ञानाने	tantradnyanane
सुसज्ज	susajja
कॉकपीट	cockpit
आणि	ani
एकापेक्षा	ekapeksha
अधिक	adhika
धोक्यांकडे	dhokyankade
एकावेळी	ekaveli
लक्ष	laksha
पुरवण्याची	puravanyachi
क्षमता	kshamata
या	ya
विमानात	vimanat
आहे	ahe
</s>	</s>
१९८४:सोयुझ	1984:soyuz
टी-११	t-11
या	ya
अंतराळयानातुन	antaralayanatun
राकेश	rakesh
शर्मा	sharma
या	ya
पहिल्या	pahilya
भारतीय	bharatiy
अंतराळवीराने	antaralavirane
उड्डाण	uddan
केले	kele
</s>	</s>
१८०१	1801
या	ya
कालखंडात	kalkhandat
तो	to
अमेरिकेचा	americacha
दुसरा	dusara
राष्ट्राध्यक्ष	rastradhyaksha
होता	hota
</s>	</s>
कऱ्हा	karha
नदी	nadi
महाराष्ट्रातील	maharashtratil
एक	eka
नदी	nadi
आहे	ahe
</s>	</s>
आणि	ani
दुसर्‍याच	dusaryach
दिवशी	divashi
संघ	sangha
चेन्नईमध्ये	chennaimadhye
दाखल	dakhal
झाला	zala
</s>	</s>
५०	50
फुट	foot
रुंद	rund
प्रांगणाच्या	pranganachya
आ	a
१	1
दोन्ही	donhi
टोकांना	tokanna
पांढऱ्या	pandharya
दोरखंडाच्या	dorkhandachya
जाळ्याची	jalyachi
बिनबुडाची	binabudachi
टोपली	topali
एका	eka
लोखंडी	lokhandi
कडीपासून	kadipasun
लोंबकळत	lombakalat
सोडलेली	sodaleli
असते	asate
</s>	</s>
ती	ti
खूपच	khupacha
काळजीत	kalajit
असणार	asanar
</s>	</s>
या	ya
रागाला	ragala
ललत	lalat
पंचम	pancham
असेही	asehi
संबोधले	sambodhale
जाते	jate
</s>	</s>
एमाज़ॉन.को.यूके	amazon.co.uk
अंग्रेजी	angreji
दुवा	duva
</s>	</s>
तळागड	talagad
हा	ha
भारताच्या	bharatachya
महाराष्ट्र	maharashtra
राज्यातील	rajyatila
एक	eka
किल्ला	killa
आहे	ahe
</s>	</s>
ढोबळी	dhobali
मिरची	mirachi
</s>	</s>
प्रथम	pratham
उत्तरेकडे	uttarekade
नंतर	nantar
पूर्वेकडे	purvekade
व	v
तदनंदर	tadanandar
पुन्हा	punha
उत्तरेकडे	uttarekade
किंबहुना	kimbahuna
ईशान्येकडे	isanyekade
प्रवास	pravas
करीत	karita
माजलगाव	majalgaon
तालुक्यात	talukyat
मंजरथजवळ	manjarathajaval
गोदावरीस	godavaris
मिळते	milate
</s>	</s>
धर्मपत्नी	dharmapatni
</s>	</s>
वर	var
नमुद	namud
केल्या	kelya
प्रमाणे	pramane
भौगोलिक	bhaugolik
परिस्थितीचा	paristhiticha
भारतीय	bharatiya
हवामान	havaman
वैविध्यपुर्ण	vaividhyapurna
होण्यात	honyat
खूप	khup
वाटा	vata
आहे	ahe
</s>	</s>
कुइट्लाहुआक	kuitlahuaak
</s>	</s>
तरुण	tarun
भारत	bharat
बेळगाव	belagaon
-	-
बेळगाव	belagaon
कर्नाटक	karnataka
येथून	yethun
प्रकाशित	prakashit
होणारे	honare
मराठी	marathi
भाषेतील	bhashetil
वृत्तपत्र	vruttapatra
</s>	</s>
समावयः	samavayah
–	-
एक	ek
पदार्थ	padarth
दुसरा	dusara
पदार्थावर	padarthavar
आहे	ahe
हे	he
ज्ञात	dnyat
असतानाही	asatanahi
आपण	apan
त्यास	tyas
भिन्न/अलग	bhinna/alag
करु	karu
शकत	shakat
नाही	nahi
त्यास	tyas
समावय	samavay
म्हणतात	mhanatat
</s>	</s>
हा	ha
चक्री	chakri
वंशाचा	vanshacha
पहिला	pahila
राजा	raja
होता	hota
</s>	</s>
१८२९	1829
-	-
भारतीयांचा	bharatiyancha
कट्टर	kattar
विरोध	virodha
असूनही	asunahi
लॉर्ड	lord
बेंटिंकने	bentinkane
जाहीनामा	jahirnama
काढून	kadhun
सतीच्या	satichya
प्रथेला	prathela
मदत	madat
करणार्‍यांना	karanaryanna
खूनी	khuni
ठरवले	tharavale
जाईल	jail
असा	asa
कायदा	kayada
केला	kela
</s>	</s>
मराठीतील	marathitil
अक्षरवाङ्‌मय	aksharavanmay
इंग्रजीत	ingrajit
अनुवादित	anuvadit
करून	karuna
त्यांनी	tyanni
मराठीचे	marathiche
स्थान	sthan
देश	desh
आणि	ani
जागतिक	jagatik
स्तरावर	staravar
उंचावण्याचे	unchavanyache
काम	kam
केले	kele
</s>	</s>
चिखली	chikhali
पिंपरीचिंचवड	pimparichinchwad
महापालिका	mahapalika
पुणे	pune
जिल्हा	jilha
</s>	</s>
स	san
१९०९	1909
मध्ये	madhye
व्हायोलिन	vhayolin
वादनाच्या	vadanachya
पुढील	pudhil
अभ्यासासाठी	abhyasasathi
त्या	tya
इंग्लंडला	englandala
रवाना	ravana
झाल्या	zalya
</s>	</s>
त्यांना	tyanna
प्रतिजैविके	pratijaivike
खाऊ	khau
घातली	ghatali
जातात	jatat
त्यामुळे	tyamule
या	ya
कोंबड्या	kombadya
सेवन	sevan
केल्याने	kelyane
मानवी	manavi
आरोग्यावर	arogyavara
वाईट	vait
परिणाम	parinam
होतो	hoto
पण	pan
या	ya
कोंबड्यांना	kombadyanna
रोग	rog
होत	hot
नसल्याने	nasalyane
कुठल्या	kuthalya
कृत्रिम	krutrim
औषधांचा	aushadhancha
वापर	vapar
त्यांच्यात	tyanchyat
करावा	karava
लागत	lagat
नाही	nahi
</s>	</s>
ओवाळिते	ovalite
मी	mi
लाडक्या	ladakya
</s>	</s>
वाल्बी	valbi
या	ya
कटाक्षाने	katakshane
घरगुती	gharguti
व	va
कुटुंब	kutumb
यामधील	yamadhila
फरक	pharak
दाखवून	dakhavun
घरगुती	gharaguti
उत्पादन	utpadan
संबंधांचे	sambandhanche
परीक्षण	parikshan
करतात	karatat
</s>	</s>
पिकल्यावर	pikalyavar
खायला	khayala
खूप	khup
छान	chan
गोड	god
लागतात	lagatat
</s>	</s>
लोककथा	lokakatha
कल्पलता	kalpalata
</s>	</s>
दोन	don
शब्दांमध्ये	shabdanmadhye
कवितासंग्रह	kavitasangraha
</s>	</s>
१९८६	1986
-	-
तेनझिंग	tenzing
नॉर्गे	norge
नेपाळी	nepali
शेरपा	sherpa
एडमंड	edmund
हिलरी	hillary
बरोबर	barobara
एव्हरेस्ट	everest
सर	sar
करणारा	karanara
प्रथम	pratham
माणूस	manus
</s>	</s>
चीन	china
तैवान	taiwan
मलेशिया	malaysia
ब्रुनेई	brunei
इंडोनेशिया	indonesia
सिंगापूर	singapore
व	and
व्हियेतनाम	vietnam
हे	he
दक्षिण	dakshin
चीन	china
समुद्राच्या	samudrachya
भोवतालचे	bhovatalache
देश	desh
आहेत	aahet
</s>	</s>
पंजाब	panjab
सरकारने	sarakarane
पतियाळा	patiyala
मधील	madhil
बारादरी	baradari
राजवाडा	rajavada
सरकारी-खाजगी	sarakari-khajagi
भागीदारी	bhagidari
तत्वावर	tatvavar
हस्तांतरित	hastantarit
केला	kela
</s>	</s>
बोलण्याचे	bolanyache
आपले	apale
कौशल्य	kaushalya
अधिक	adhik
धारदार	dharadar
करण्यासाठी	karanyasathi
आवाज	avaj
जोपासना	jopasana
शास्त्राचा	shastracha
अखेरचा	akheracha
शब्द	sabda
म्हणून	mhanun
ओळखले	olakhale
जाणारे	janare
डॉ	dr
</s>	</s>
व्हाइट	white
हाउस	house
संकेतस्थळावरील	sanketasthalavaril
अधिकृत	adhikrut
परिचय	parichay
इंग्लिश	english
मजकूर	majakur
</s>	</s>
रावांनी	ravanni
इ	etc
</s>	</s>
खारे	khare
पाणी	pani
पाण्यात	panyat
वेगवेगळ्या	vegavegalya
प्रकारचे	prakarache
क्षार	kshar
मिसळल्यामुळे	misalalyamule
होणारे	honare
मिश्रण	mishran
आहे	ahe
</s>	</s>
गर्जे	garje
मराठी	marathi
हे	he
कर्तबगारीची	kartabagarichi
पताका	pataka
जगभर	jagbhar
फडकत	phadakat
ठेवणाऱ्या	thevanarya
अनिवासी	anivasi
मराठी	marathi
ज्ञानवंतांचा	dnyanvantancha
परिचय	parichay
करून	karun
देणारे	denare
सुनीता	sunita
गानू	ganu
आणि	ani
आनंद	anand
गानू	ganu
यांनी	yanni
लिहिलेले	lihilele
दोन-खंडी	don-khandi
इंग्रजी	ingraji
पुस्तक	pustak
आहे	ahe
</s>	</s>
चित्र	chitra
पहा	paha
</s>	</s>
खालील	khalil
सिरिलिक	sirilik
अक्षरे	akshare
साधारणपणे	sadharanapane
बहुसंख्य	bahusankhya
वापरकर्त्या	vaparkartya
भाषांमध्ये	bhashanmadhye
समाईक	samaik
आहेत	aahet
</s>	</s>
