हेपेटाइटिस-	hepatitis-
डेल्टा	Delta
येथे.	yethe.
</s>	</s>
भारतीय	Bharatiy
रेल्वेच्या	railwaychya
संकेतस्थळावर	sanketsthalavar
असलेली	asaleli
जन	Jan
शताब्दी	shatabdi
रेल्वेगाड्यांची	railwaygadyanchi
यादी	yadi
(इंग्रजी	(Ingraji
मजकूर)	majakur)
</s>	</s>
तिने	tine
आपल्या	aapalya
कार्याची	karyachi
एक	ek
वेगळी	vegali
ओळख	olakh
बनवली.	banavali.
</s>	</s>
यांचे	yanche
शिक्षण	shikshan
नाशिक,	Nashik,
वडोदरा	Vadodara
आणि	aani
पुणे	Pune
येथे	yethe
झाले.	zale.
</s>	</s>
बीटा	Beta
शिवाय	shivay
चित्रफलकमधील	chitrafalakmadhil
पाच	pach
इतर	itar
ताऱ्यांभोवती	taryanbhovati
परग्रह	paragrah
आढळले	aadhalale
आहेत.	aahet.
</s>	</s>
आपण	aapan
या	ya
क्षेत्रात	kshetrat
खूपच	khupach
मागे	mage
आहोत.	aahot.
</s>	</s>
केळकर	Kelkar
यांचे	yanche
लेख	lekh
प्रकाशित	prakashit
होत	hot
असत.	asat.
</s>	</s>
तेजस्विनीच्या	Tejaswinichya
मते	mate
वासाहतिक	vasahatik
संदर्भात	sandarbhat
भाषांतर	bhashantar
हे	he
विशेषाधिकार	visheshadhikar
असून	asun
त्याला	tyala
प्रतीनिधित्वापासून	pratinidhitwapasun
वेगळे	vegale
करता	karata
येणार	yenar
नाही.	nahi.
</s>	</s>
म्हणूनच	mhanunach
आपल्या	aapalya
येथे	yethe
मूर्तीची	moortichi
प्राणप्रतिष्ठा	pranpratishtha
करण्यात	karanyat
येते	yete
आणि	aani
त्या	tya
क्षणापासून	kshanapasun
ती	ti
मूर्ती,	moorti,
मूर्ती	moorti
न	n
राहता	rahata
परमेश्वर	parameshwar
बनते.	banate.
</s>	</s>
वालबी	Walabi
यांच्या	yanchya
मते	mate
लिंगभाव	lingbhav
विषमतेचे	vishamateche
प्रभावी	prabhavi
विश्लेषण	vishleshan
करण्यासाठी	karanyasathi
पितृसत्ता	Pitrusatta
ही	hi
संकल्पना	sankalpana
केंद्रस्थानी	kendrasthani
आणणे	aanane
गरजेचे	garajeche
आहे.	aahe.
</s>	</s>
म्हणजेच	mhanajech
त्याच्या	tyachya
त्याच्या	tyachya
कौशल्यावरून	kaushalyavarun
त्याचा	tyacha
त्याचा	tyacha
दर्जा	darja
त्याला	tyala
बहाल	bahal
करण्यात	karanyat
आला.	aala.
</s>	</s>
पिपाना	Pipana
</s>	</s>
वाराणसी	Varanasi
रेल्वे	railway
स्थानक	sthanak
</s>	</s>
मिसळपाव	misalpav
</s>	</s>
कलांतानाच्या	Kalantanachya
उत्तरेस	Uttares
थायलंडाच्या	Thialandchya
नरादिवात	Naradiwat
प्रांताशी	prantashi
भिडलेली	bhidaleli
आंतरराष्ट्रीय	aantararashtriy
सीमा	seema
असून	asun
आग्नेयेस	Agneyes
तरेंगानू,	Terenganu,
पश्चिमेस	Pashchimes
पराक,	Perak,
दक्षिणेस	Dakshines
पाहांग	Pahang
ही	hi
मलेशियाची	Malaysiachi
राज्ये	rajye
आहेत.	aahet.
</s>	</s>
भारतात	Bharatat
परतल्यावर	paratalyavar
लेडी	Lady
मेनका	Menaka
ह्यांनी	hyanni
कथ्थकचे	Katthakche
अध्ययन	adhyayan
सुरू	suru
केले.	kele.
</s>	</s>
गांधी	Gandhi
नावाचे	navache
महात्मा	Mahatma
(अनेक	(anek
विद्वानांनी	vidwanani
लिहिलेल्या	lihilelya
लेखांचा	lekhancha
संग्रह-संपादक	sangrah-sampadak
रॉय	Roy
किणीकर)	Kinikar)
</s>	</s>
काही	Kahi
भारतीय	Bharatiy
शायरांवरही	shayaranvarahi
त्यांचा	tyancha
प्रभाव	prabhav
जाणवतो.	janavato.
</s>	</s>
लोकपरंपरा,	lokparampara,
लोककला,	lokakala,
खाद्यसंस्कृती	khadyasanskruti
सहजपणे	sahajpane
जपल्या	japalya
जातात	jatat
आणि	aani
त्यांचा	tyancha
पुढील	pudhil
पिढीत	pidhit
प्रचार	prachar
व	w
प्रसार	prasar
होतो.	hoto.
</s>	</s>
रेयाल	Real
माद्रिद	Madrid
ने	ne
४-१	4-1
असा	asa
विजय	vijay
मिळवून	milavun
चॅम्पियन	Champian
लीगचे	Leagueche
विक्रमी	vikrami
बारावे	barave
विजेतेपद	vijetepad
मिळवले.	milavale.
</s>	</s>
ते	te
भारतीय	Bharatiy
राष्ट्रीय	Rashtriy
काँग्रेस	Congress
पक्षाचे	pakshache
उमेदवार	umedawar
म्हणून	mhanun
इ.	I.
</s>	</s>
१९४५	1945
साली	Sali
वहिवाटदार	wahiwatdar
म्हणून	mhanun
कैलासगीर	Kailasgir
गोसावींचे	Gosavinche
नाव	nav
लागले.	lagale.
</s>	</s>
कुजबुज	Kujabuj
</s>	</s>
निळा	nila
समिंदर	samindar
निळीच	nilich
</s>	</s>
या	ya
निर्माल्याचे	nirmalyache
तलावात	talawat
किंवा	kimva
वाहत्या	vahatya
पाण्यात	panyat
विसर्जन	visarjan
करण्याची	karanyachi
पद्धत	paddhat
आहे.	aahe.
</s>	</s>
*	*
१८	18
वर्षाचा	varshacha
असताना	asatana
वाकाच्या	Vakachya
उसळत्या	usalatya
खेळपट्टीवर	khelpattivar
खेळल्या	khelalya
गेलेल्या	gelelya
या	ya
खेळीला	khelila
स्वतः	swataha
तेंडुलकर	Tendulkar
आपली	aapali
सर्वोत्त्कृष्ट	sarvotkrusht
खेळी	kheli
मानतो.	manato.
</s>	</s>
कर्नाटकातून	Karnatakatun
त्या	tya
राज्यसभेच्या	Rajyasabhechya
सदस्याम्हणून	sadasyamhanun
निवडल्या	nivadalya
गेल्या.	gelya.
</s>	</s>
सरस्वती	Saraswati
महाल	Mahal
ग्रंथालय,तंजावर,तामिळनाडु	Granthalay,Tanjavur,Tamilnadu
</s>	</s>
उत्खननात	utkhananat
एकही	ekahi
मंदिर	mandir
अथवा	athava
देवाची	Devachi
मूर्ती	moorti
मिळाली	milali
नाही.	nahi.
</s>	</s>
त्याकरिता	tyakarita
सुरुवातीला	suruwatila
पुण्यातील	Punyatil
समन्वय	Samanvay
या	ya
नाट्यसंस्थेच्या	natyasansthechya
’साठेचं	'Sathech
काय	kay
करायचं'	karayach'
या	ya
नाटकाचा	natakacha
हा	ha
प्रयोग	prayog
या	ya
उद्देशानेच	uddeshanech
युरोपियन	European
मराठी	Marathi
मंडळींसमोर	mandalainsamor
आणत	aanat
आहोत	aahot
असे	ase
ते	te
म्हणाले.	mhanale.
</s>	</s>
कावसजी	Kawasaji
पटेल	Patel
टँक,	tank,
नबाब	Nawab
टँक,	tank,
सांकली	Sankali
टँक,	tank,
दो	Do
टांकी	tanki
आणि	aani
धोबी	Dhobi
तलावांप्रमाणेच	talavanpramanech
मस्तान	Mastan
तलाव	talav
हा	ha
आता	aata
मुंबईतील	Mumbaitil
पाणी	pani
नसलेला,	nasalela,
नुसत्याच	nusatyach
नावाचा	navacha
तलाव	talav
राहिला	rahila
आहे.	aahe.
</s>	</s>
त्यांना	tyanna
आतापर्यंत	aataparyant
अनेक	anek
बक्षिसे	bakshise
व	w
शिष्यवृत्त्या	shishyavruttya
मिळाल्या	milalya
असून	asun
त्यात	tyat
पंडित	Pandit
भीमसेन	Bhimsen
जोशी	Joshi
शिष्यवृत्तीचा	shishyavrutticha
विशेष	vishesh
उल्लेख	ullekh
करावा	karava
लागेल.	lagel.
</s>	</s>
साम्यवादी	samyawadi
</s>	</s>
ह्यात	hyat
भारताला	Bharatala
चेपॉकमधील	Chepaukmadhil
सामन्यात	samanyat
सचिनने	Sachinane
शतक	shatak
झळकवले	zalakavale
असतानाही	asatanahi
ऐतिहासिक	aitihasik
पराभव	parabhav
स्वीकारावा	swikarava
लागला.	lagala.
</s>	</s>
असे	ase
सूचित	suchit
होते	hote
की	ki
पक्ष्यांच्या	pakshyanchya
स्थलांतराला	sthalantarala
दिवसाच्या	diwasachya
कालावधीतील	kalawadhit
बदल	badal
कारणीभूत	karanibhut
होतो.	hoto.
</s>	</s>
शिक्षणसंस्था,	shikshanasamstha,
अभ्यासक्रम	abhyasakram
आणि	aani
त्यांच्या	tyanchya
नावांची	navanchi
लघुरूपे	laghurupe
</s>	</s>
बिनधास्त	binadhast
(लैंगिक	(laingik
विषयावरील	vishayavaril
कादंबरी)	kadambari)
</s>	</s>
भारतानं	Bharatan
कोम्जाव	komjav
पोर	por
८-९	8-9
वर्षाचा	varshacha
असताना	asatana
देतं.	det.
</s>	</s>
देव	Dev
यांनी	yanni
इ.	I.
</s>	</s>
दादोजी	Dadoji
कोंडदेव	Kondadev
हे	he
मलठणचे	Malathanche
नव्हे	navhe
तर	tar
शिवथरचे	Shivatharche
होते.	hote.
</s>	</s>
त्यापैकी	tyapaiki
ग्यानबा	Gyanaba
या	ya
टोपण	topan
नावाने	navane
लिहिलेले	lihilele
मुक्ताफळे	Muktafale
हे	he
सदर	sadar
(व	(w
पुस्तक)	pustak)
प्रसिद्ध	prasiddh
झाले.	zale.
</s>	</s>
लिलिअम	Liliam
(ह्या	(hya
खर्या	kharya
लिलीच्या	Lilichya
सदस्य	sadasy
असतात)	asatat)
हे	he
दिसायला	disayala
बल्बपासून	bulbpasun
वाढणारी	wadhanari
फुल	ful
दिसतात.	disatat.
</s>	</s>
राजाराम	Rajaram
मुकणे	Mukane
आणखी	aanakhi
एक	ek
आश्वासन	ashwasan
घेऊन	gheun
दिल्लीहून	Delhihun
परतले.	paratale.
</s>	</s>
हे	he
शिवमंदिर	Shivmandir
देवरुखपासून	Devrukhpasun
५	5
किलोमीठर	Kilometer
अंतरावर	antaravar
आहे.	aahe.
</s>	</s>
'लोकमान्य'	Lokmanya'
मध्ये	madhye
बाक्रे	Bakre
यांनी	yanni
संगीत	sangeet
विषयक	vishayak
गंभीर	gambhir
लेखन	lekhan
करून	karun
संगीत	sangeet
समीक्षक	samikshak
अशी	ashi
प्रसिद्धी	prasiddhi
मिळवली.	milavali.
</s>	</s>
चांदोबा	Chandoba
ये	ye
रे	re
ये	ye
(बालगीते)	(Balagite)
</s>	</s>
स्वतः	swataha
कातलेल्या	katalelya
सुताचे	sutache
धोतर	dhotar
आणि	aani
शाल	shal
अशी	ashi
त्यांची	tyanchi
साधी	sadhi
राहणी	rahani
होती.	hoti.
</s>	</s>
लहनपणी	lahanpani
विल्सनला	Vilsonla
वाचनाचा	wachanacha
विलक्षण	vilakshan
नाद	nad
लागला.	lagala.
</s>	</s>
बुद्धीच्या	buddhichya
उपरोक्त	uparokt
क्षमता	kshamata
विकसित	vikasit
करून	karun
आंतरिक	aantarik
अध्ययन	adhyayan
प्रक्रिया	prakriya
निर्दोष	nirdosh
करण्यासाठी	karanyasathi
दार्शनिक	darshanik
तत्त्वांचे	tattwanche
आलोडन	aalodan
करून	karun
संशोधिकेने	sanshodhikene
एक	ek
महिना	mahina
समयावाधीचा	samayawadhicha
अभ्यासक्रम	abhyasakram
तयार	tayar
केला	kela
जो	jo
